product_id,design,shelf_life_class,assignment_basis
470,homogeneous_medium,medium_shelf_life,All products assigned the same neutral class.
470,balanced_heterogeneous,long_shelf_life,"Reproducible hash-balanced experimental assignment, not factual classification."
473,homogeneous_medium,medium_shelf_life,All products assigned the same neutral class.
473,balanced_heterogeneous,long_shelf_life,"Reproducible hash-balanced experimental assignment, not factual classification."
476,homogeneous_medium,medium_shelf_life,All products assigned the same neutral class.
476,balanced_heterogeneous,long_shelf_life,"Reproducible hash-balanced experimental assignment, not factual classification."
481,homogeneous_medium,medium_shelf_life,All products assigned the same neutral class.
481,balanced_heterogeneous,medium_shelf_life,"Reproducible hash-balanced experimental assignment, not factual classification."
486,homogeneous_medium,medium_shelf_life,All products assigned the same neutral class.
486,balanced_heterogeneous,short_shelf_life,"Reproducible hash-balanced experimental assignment, not factual classification."
489,homogeneous_medium,medium_shelf_life,All products assigned the same neutral class.
489,balanced_heterogeneous,short_shelf_life,"Reproducible hash-balanced experimental assignment, not factual classification."
496,homogeneous_medium,medium_shelf_life,All products assigned the same neutral class.
496,balanced_heterogeneous,medium_shelf_life,"Reproducible hash-balanced experimental assignment, not factual classification."
50,homogeneous_medium,medium_shelf_life,All products assigned the same neutral class.
50,balanced_heterogeneous,long_shelf_life,"Reproducible hash-balanced experimental assignment, not factual classification."
500,homogeneous_medium,medium_shelf_life,All products assigned the same neutral class.
500,balanced_heterogeneous,long_shelf_life,"Reproducible hash-balanced experimental assignment, not factual classification."
507,homogeneous_medium,medium_shelf_life,All products assigned the same neutral class.
507,balanced_heterogeneous,short_shelf_life,"Reproducible hash-balanced experimental assignment, not factual classification."
515,homogeneous_medium,medium_shelf_life,All products assigned the same neutral class.
515,balanced_heterogeneous,long_shelf_life,"Reproducible hash-balanced experimental assignment, not factual classification."
521,homogeneous_medium,medium_shelf_life,All products assigned the same neutral class.
521,balanced_heterogeneous,long_shelf_life,"Reproducible hash-balanced experimental assignment, not factual classification."
522,homogeneous_medium,medium_shelf_life,All products assigned the same neutral class.
522,balanced_heterogeneous,short_shelf_life,"Reproducible hash-balanced experimental assignment, not factual classification."
531,homogeneous_medium,medium_shelf_life,All products assigned the same neutral class.
531,balanced_heterogeneous,short_shelf_life,"Reproducible hash-balanced experimental assignment, not factual classification."
535,homogeneous_medium,medium_shelf_life,All products assigned the same neutral class.
535,balanced_heterogeneous,medium_shelf_life,"Reproducible hash-balanced experimental assignment, not factual classification."
54,homogeneous_medium,medium_shelf_life,All products assigned the same neutral class.
54,balanced_heterogeneous,short_shelf_life,"Reproducible hash-balanced experimental assignment, not factual classification."
540,homogeneous_medium,medium_shelf_life,All products assigned the same neutral class.
540,balanced_heterogeneous,short_shelf_life,"Reproducible hash-balanced experimental assignment, not factual classification."
547,homogeneous_medium,medium_shelf_life,All products assigned the same neutral class.
547,balanced_heterogeneous,medium_shelf_life,"Reproducible hash-balanced experimental assignment, not factual classification."
548,homogeneous_medium,medium_shelf_life,All products assigned the same neutral class.
548,balanced_heterogeneous,long_shelf_life,"Reproducible hash-balanced experimental assignment, not factual classification."
549,homogeneous_medium,medium_shelf_life,All products assigned the same neutral class.
549,balanced_heterogeneous,short_shelf_life,"Reproducible hash-balanced experimental assignment, not factual classification."
554,homogeneous_medium,medium_shelf_life,All products assigned the same neutral class.
554,balanced_heterogeneous,long_shelf_life,"Reproducible hash-balanced experimental assignment, not factual classification."
569,homogeneous_medium,medium_shelf_life,All products assigned the same neutral class.
569,balanced_heterogeneous,long_shelf_life,"Reproducible hash-balanced experimental assignment, not factual classification."
578,homogeneous_medium,medium_shelf_life,All products assigned the same neutral class.
578,balanced_heterogeneous,long_shelf_life,"Reproducible hash-balanced experimental assignment, not factual classification."
580,homogeneous_medium,medium_shelf_life,All products assigned the same neutral class.
580,balanced_heterogeneous,medium_shelf_life,"Reproducible hash-balanced experimental assignment, not factual classification."
591,homogeneous_medium,medium_shelf_life,All products assigned the same neutral class.
591,balanced_heterogeneous,short_shelf_life,"Reproducible hash-balanced experimental assignment, not factual classification."
596,homogeneous_medium,medium_shelf_life,All products assigned the same neutral class.
596,balanced_heterogeneous,long_shelf_life,"Reproducible hash-balanced experimental assignment, not factual classification."
6,homogeneous_medium,medium_shelf_life,All products assigned the same neutral class.
6,balanced_heterogeneous,short_shelf_life,"Reproducible hash-balanced experimental assignment, not factual classification."
600,homogeneous_medium,medium_shelf_life,All products assigned the same neutral class.
600,balanced_heterogeneous,short_shelf_life,"Reproducible hash-balanced experimental assignment, not factual classification."
608,homogeneous_medium,medium_shelf_life,All products assigned the same neutral class.
608,balanced_heterogeneous,long_shelf_life,"Reproducible hash-balanced experimental assignment, not factual classification."
620,homogeneous_medium,medium_shelf_life,All products assigned the same neutral class.
620,balanced_heterogeneous,long_shelf_life,"Reproducible hash-balanced experimental assignment, not factual classification."
627,homogeneous_medium,medium_shelf_life,All products assigned the same neutral class.
627,balanced_heterogeneous,short_shelf_life,"Reproducible hash-balanced experimental assignment, not factual classification."
631,homogeneous_medium,medium_shelf_life,All products assigned the same neutral class.
631,balanced_heterogeneous,medium_shelf_life,"Reproducible hash-balanced experimental assignment, not factual classification."
633,homogeneous_medium,medium_shelf_life,All products assigned the same neutral class.
633,balanced_heterogeneous,short_shelf_life,"Reproducible hash-balanced experimental assignment, not factual classification."
634,homogeneous_medium,medium_shelf_life,All products assigned the same neutral class.
634,balanced_heterogeneous,medium_shelf_life,"Reproducible hash-balanced experimental assignment, not factual classification."
635,homogeneous_medium,medium_shelf_life,All products assigned the same neutral class.
635,balanced_heterogeneous,long_shelf_life,"Reproducible hash-balanced experimental assignment, not factual classification."
638,homogeneous_medium,medium_shelf_life,All products assigned the same neutral class.
638,balanced_heterogeneous,long_shelf_life,"Reproducible hash-balanced experimental assignment, not factual classification."
644,homogeneous_medium,medium_shelf_life,All products assigned the same neutral class.
644,balanced_heterogeneous,long_shelf_life,"Reproducible hash-balanced experimental assignment, not factual classification."
645,homogeneous_medium,medium_shelf_life,All products assigned the same neutral class.
645,balanced_heterogeneous,short_shelf_life,"Reproducible hash-balanced experimental assignment, not factual classification."
649,homogeneous_medium,medium_shelf_life,All products assigned the same neutral class.
649,balanced_heterogeneous,medium_shelf_life,"Reproducible hash-balanced experimental assignment, not factual classification."
650,homogeneous_medium,medium_shelf_life,All products assigned the same neutral class.
650,balanced_heterogeneous,long_shelf_life,"Reproducible hash-balanced experimental assignment, not factual classification."
666,homogeneous_medium,medium_shelf_life,All products assigned the same neutral class.
666,balanced_heterogeneous,short_shelf_life,"Reproducible hash-balanced experimental assignment, not factual classification."
677,homogeneous_medium,medium_shelf_life,All products assigned the same neutral class.
677,balanced_heterogeneous,long_shelf_life,"Reproducible hash-balanced experimental assignment, not factual classification."
678,homogeneous_medium,medium_shelf_life,All products assigned the same neutral class.
678,balanced_heterogeneous,short_shelf_life,"Reproducible hash-balanced experimental assignment, not factual classification."
682,homogeneous_medium,medium_shelf_life,All products assigned the same neutral class.
682,balanced_heterogeneous,medium_shelf_life,"Reproducible hash-balanced experimental assignment, not factual classification."
683,homogeneous_medium,medium_shelf_life,All products assigned the same neutral class.
683,balanced_heterogeneous,long_shelf_life,"Reproducible hash-balanced experimental assignment, not factual classification."
686,homogeneous_medium,medium_shelf_life,All products assigned the same neutral class.
686,balanced_heterogeneous,long_shelf_life,"Reproducible hash-balanced experimental assignment, not factual classification."
688,homogeneous_medium,medium_shelf_life,All products assigned the same neutral class.
688,balanced_heterogeneous,medium_shelf_life,"Reproducible hash-balanced experimental assignment, not factual classification."
691,homogeneous_medium,medium_shelf_life,All products assigned the same neutral class.
691,balanced_heterogeneous,medium_shelf_life,"Reproducible hash-balanced experimental assignment, not factual classification."
7,homogeneous_medium,medium_shelf_life,All products assigned the same neutral class.
7,balanced_heterogeneous,medium_shelf_life,"Reproducible hash-balanced experimental assignment, not factual classification."
70,homogeneous_medium,medium_shelf_life,All products assigned the same neutral class.
70,balanced_heterogeneous,medium_shelf_life,"Reproducible hash-balanced experimental assignment, not factual classification."
71,homogeneous_medium,medium_shelf_life,All products assigned the same neutral class.
71,balanced_heterogeneous,long_shelf_life,"Reproducible hash-balanced experimental assignment, not factual classification."
715,homogeneous_medium,medium_shelf_life,All products assigned the same neutral class.
715,balanced_heterogeneous,medium_shelf_life,"Reproducible hash-balanced experimental assignment, not factual classification."
717,homogeneous_medium,medium_shelf_life,All products assigned the same neutral class.
717,balanced_heterogeneous,short_shelf_life,"Reproducible hash-balanced experimental assignment, not factual classification."
719,homogeneous_medium,medium_shelf_life,All products assigned the same neutral class.
719,balanced_heterogeneous,long_shelf_life,"Reproducible hash-balanced experimental assignment, not factual classification."
729,homogeneous_medium,medium_shelf_life,All products assigned the same neutral class.
729,balanced_heterogeneous,short_shelf_life,"Reproducible hash-balanced experimental assignment, not factual classification."
73,homogeneous_medium,medium_shelf_life,All products assigned the same neutral class.
73,balanced_heterogeneous,medium_shelf_life,"Reproducible hash-balanced experimental assignment, not factual classification."
740,homogeneous_medium,medium_shelf_life,All products assigned the same neutral class.
740,balanced_heterogeneous,long_shelf_life,"Reproducible hash-balanced experimental assignment, not factual classification."
749,homogeneous_medium,medium_shelf_life,All products assigned the same neutral class.
749,balanced_heterogeneous,long_shelf_life,"Reproducible hash-balanced experimental assignment, not factual classification."
756,homogeneous_medium,medium_shelf_life,All products assigned the same neutral class.
756,balanced_heterogeneous,short_shelf_life,"Reproducible hash-balanced experimental assignment, not factual classification."
757,homogeneous_medium,medium_shelf_life,All products assigned the same neutral class.
757,balanced_heterogeneous,medium_shelf_life,"Reproducible hash-balanced experimental assignment, not factual classification."
758,homogeneous_medium,medium_shelf_life,All products assigned the same neutral class.
758,balanced_heterogeneous,long_shelf_life,"Reproducible hash-balanced experimental assignment, not factual classification."
76,homogeneous_medium,medium_shelf_life,All products assigned the same neutral class.
76,balanced_heterogeneous,medium_shelf_life,"Reproducible hash-balanced experimental assignment, not factual classification."
763,homogeneous_medium,medium_shelf_life,All products assigned the same neutral class.
763,balanced_heterogeneous,medium_shelf_life,"Reproducible hash-balanced experimental assignment, not factual classification."
764,homogeneous_medium,medium_shelf_life,All products assigned the same neutral class.
764,balanced_heterogeneous,long_shelf_life,"Reproducible hash-balanced experimental assignment, not factual classification."
765,homogeneous_medium,medium_shelf_life,All products assigned the same neutral class.
765,balanced_heterogeneous,short_shelf_life,"Reproducible hash-balanced experimental assignment, not factual classification."
768,homogeneous_medium,medium_shelf_life,All products assigned the same neutral class.
768,balanced_heterogeneous,short_shelf_life,"Reproducible hash-balanced experimental assignment, not factual classification."
769,homogeneous_medium,medium_shelf_life,All products assigned the same neutral class.
769,balanced_heterogeneous,medium_shelf_life,"Reproducible hash-balanced experimental assignment, not factual classification."
772,homogeneous_medium,medium_shelf_life,All products assigned the same neutral class.
772,balanced_heterogeneous,medium_shelf_life,"Reproducible hash-balanced experimental assignment, not factual classification."
774,homogeneous_medium,medium_shelf_life,All products assigned the same neutral class.
774,balanced_heterogeneous,short_shelf_life,"Reproducible hash-balanced experimental assignment, not factual classification."
775,homogeneous_medium,medium_shelf_life,All products assigned the same neutral class.
775,balanced_heterogeneous,medium_shelf_life,"Reproducible hash-balanced experimental assignment, not factual classification."
779,homogeneous_medium,medium_shelf_life,All products assigned the same neutral class.
779,balanced_heterogeneous,long_shelf_life,"Reproducible hash-balanced experimental assignment, not factual classification."
783,homogeneous_medium,medium_shelf_life,All products assigned the same neutral class.
783,balanced_heterogeneous,short_shelf_life,"Reproducible hash-balanced experimental assignment, not factual classification."
79,homogeneous_medium,medium_shelf_life,All products assigned the same neutral class.
79,balanced_heterogeneous,medium_shelf_life,"Reproducible hash-balanced experimental assignment, not factual classification."
793,homogeneous_medium,medium_shelf_life,All products assigned the same neutral class.
793,balanced_heterogeneous,medium_shelf_life,"Reproducible hash-balanced experimental assignment, not factual classification."
80,homogeneous_medium,medium_shelf_life,All products assigned the same neutral class.
80,balanced_heterogeneous,long_shelf_life,"Reproducible hash-balanced experimental assignment, not factual classification."
802,homogeneous_medium,medium_shelf_life,All products assigned the same neutral class.
802,balanced_heterogeneous,medium_shelf_life,"Reproducible hash-balanced experimental assignment, not factual classification."
804,homogeneous_medium,medium_shelf_life,All products assigned the same neutral class.
804,balanced_heterogeneous,short_shelf_life,"Reproducible hash-balanced experimental assignment, not factual classification."
810,homogeneous_medium,medium_shelf_life,All products assigned the same neutral class.
810,balanced_heterogeneous,short_shelf_life,"Reproducible hash-balanced experimental assignment, not factual classification."
825,homogeneous_medium,medium_shelf_life,All products assigned the same neutral class.
825,balanced_heterogeneous,short_shelf_life,"Reproducible hash-balanced experimental assignment, not factual classification."
834,homogeneous_medium,medium_shelf_life,All products assigned the same neutral class.
834,balanced_heterogeneous,short_shelf_life,"Reproducible hash-balanced experimental assignment, not factual classification."
835,homogeneous_medium,medium_shelf_life,All products assigned the same neutral class.
835,balanced_heterogeneous,medium_shelf_life,"Reproducible hash-balanced experimental assignment, not factual classification."
836,homogeneous_medium,medium_shelf_life,All products assigned the same neutral class.
836,balanced_heterogeneous,long_shelf_life,"Reproducible hash-balanced experimental assignment, not factual classification."
843,homogeneous_medium,medium_shelf_life,All products assigned the same neutral class.
843,balanced_heterogeneous,short_shelf_life,"Reproducible hash-balanced experimental assignment, not factual classification."
853,homogeneous_medium,medium_shelf_life,All products assigned the same neutral class.
853,balanced_heterogeneous,medium_shelf_life,"Reproducible hash-balanced experimental assignment, not factual classification."
855,homogeneous_medium,medium_shelf_life,All products assigned the same neutral class.
855,balanced_heterogeneous,short_shelf_life,"Reproducible hash-balanced experimental assignment, not factual classification."
860,homogeneous_medium,medium_shelf_life,All products assigned the same neutral class.
860,balanced_heterogeneous,long_shelf_life,"Reproducible hash-balanced experimental assignment, not factual classification."
88,homogeneous_medium,medium_shelf_life,All products assigned the same neutral class.
88,balanced_heterogeneous,medium_shelf_life,"Reproducible hash-balanced experimental assignment, not factual classification."
90,homogeneous_medium,medium_shelf_life,All products assigned the same neutral class.
