"file_path","source_table","script_that_generated_it","question_answered","current_title","axes","units","legend","sample_split","sample_size_shown","whether_values_match_source_table","whether_duplicated","whether_visually_readable","whether_needed_in_report","whether_needed_in_presentation","recommendation"
"archive/diagnostic_figures/dqn_final_candidate/standard_dqn_worst_episode_loss_decomposition.png","archived source table","archived generation script","Diagnostic or supporting question.","standard dqn worst episode loss decomposition","Visible in PNG; not machine-audited","normalized profit, rates, or action shares depending on figure","Visible in PNG where needed","held-out test or validation as indicated by source table","60 for held-out final figures; see source table","PASS for retained main figures; archived diagnostic figures not revalidated","NO for retained main figures","PASS for retained main figures","NO","NO","ARCHIVE"
"archive/diagnostic_figures/dqn_final_candidate/worst_case_episode_differences.png","archived source table","archived generation script","Diagnostic or supporting question.","worst case episode differences","Visible in PNG; not machine-audited","normalized profit, rates, or action shares depending on figure","Visible in PNG where needed","held-out test or validation as indicated by source table","60 for held-out final figures; see source table","PASS for retained main figures; archived diagnostic figures not revalidated","NO for retained main figures","PASS for retained main figures","NO","NO","ARCHIVE"
"archive/diagnostic_figures/dqn_final_statistical_audit/corrected_clustered_confidence_interval.png","archived source table","archived generation script","Diagnostic or supporting question.","corrected clustered confidence interval","Visible in PNG; not machine-audited","normalized profit, rates, or action shares depending on figure","Visible in PNG where needed","held-out test or validation as indicated by source table","60 for held-out final figures; see source table","PASS for retained main figures; archived diagnostic figures not revalidated","NO for retained main figures","PASS for retained main figures","NO","NO","ARCHIVE"
"archive/diagnostic_figures/dqn_final_statistical_audit/ensemble_paired_episode_differences.png","archived source table","archived generation script","Diagnostic or supporting question.","ensemble paired episode differences","Visible in PNG; not machine-audited","normalized profit, rates, or action shares depending on figure","Visible in PNG where needed","held-out test or validation as indicated by source table","60 for held-out final figures; see source table","PASS for retained main figures; archived diagnostic figures not revalidated","NO for retained main figures","PASS for retained main figures","NO","NO","ARCHIVE"
"archive/diagnostic_figures/dqn_final_statistical_audit/episode_mean_gain_across_seeds.png","archived source table","archived generation script","Diagnostic or supporting question.","episode mean gain across seeds","Visible in PNG; not machine-audited","normalized profit, rates, or action shares depending on figure","Visible in PNG where needed","held-out test or validation as indicated by source table","60 for held-out final figures; see source table","PASS for retained main figures; archived diagnostic figures not revalidated","NO for retained main figures","PASS for retained main figures","NO","NO","ARCHIVE"
"archive/diagnostic_figures/dqn_final_statistical_audit/individual_seeds_vs_equal_weight_ensemble.png","archived source table","archived generation script","Diagnostic or supporting question.","individual seeds vs equal weight ensemble","Visible in PNG; not machine-audited","normalized profit, rates, or action shares depending on figure","Visible in PNG where needed","held-out test or validation as indicated by source table","60 for held-out final figures; see source table","PASS for retained main figures; archived diagnostic figures not revalidated","NO for retained main figures","PASS for retained main figures","NO","NO","ARCHIVE"
"archive/diagnostic_figures/dqn_final_statistical_audit/profit_waste_comparison.png","archived source table","archived generation script","Diagnostic or supporting question.","profit waste comparison","Visible in PNG; not machine-audited","normalized profit, rates, or action shares depending on figure","Visible in PNG where needed","held-out test or validation as indicated by source table","60 for held-out final figures; see source table","PASS for retained main figures; archived diagnostic figures not revalidated","NO for retained main figures","PASS for retained main figures","NO","NO","ARCHIVE"
"archive/diagnostic_figures/dqn_final_statistical_audit/tail_loss_comparison.png","archived source table","archived generation script","Diagnostic or supporting question.","tail loss comparison","Visible in PNG; not machine-audited","normalized profit, rates, or action shares depending on figure","Visible in PNG where needed","held-out test or validation as indicated by source table","60 for held-out final figures; see source table","PASS for retained main figures; archived diagnostic figures not revalidated","NO for retained main figures","PASS for retained main figures","NO","NO","ARCHIVE"
"archive/diagnostic_figures/final_candidate_selection/action_distribution_by_risk_level.png","archived source table","archived generation script","Diagnostic or supporting question.","action distribution by risk level","Visible in PNG; not machine-audited","normalized profit, rates, or action shares depending on figure","Visible in PNG where needed","held-out test or validation as indicated by source table","60 for held-out final figures; see source table","PASS for retained main figures; archived diagnostic figures not revalidated","NO for retained main figures","PASS for retained main figures","NO","NO","ARCHIVE"
"archive/diagnostic_figures/final_candidate_selection/candidate_confidence_intervals.png","archived source table","archived generation script","Diagnostic or supporting question.","candidate confidence intervals","Visible in PNG; not machine-audited","normalized profit, rates, or action shares depending on figure","Visible in PNG where needed","held-out test or validation as indicated by source table","60 for held-out final figures; see source table","PASS for retained main figures; archived diagnostic figures not revalidated","NO for retained main figures","PASS for retained main figures","NO","NO","ARCHIVE"
"archive/diagnostic_figures/final_candidate_selection/candidate_profit_gain_versus_baseline.png","archived source table","archived generation script","Diagnostic or supporting question.","candidate profit gain versus baseline","Visible in PNG; not machine-audited","normalized profit, rates, or action shares depending on figure","Visible in PNG where needed","held-out test or validation as indicated by source table","60 for held-out final figures; see source table","PASS for retained main figures; archived diagnostic figures not revalidated","NO for retained main figures","PASS for retained main figures","NO","NO","ARCHIVE"
"archive/diagnostic_figures/final_candidate_selection/planning_gain_captured.png","archived source table","archived generation script","Diagnostic or supporting question.","planning gain captured","Visible in PNG; not machine-audited","normalized profit, rates, or action shares depending on figure","Visible in PNG where needed","held-out test or validation as indicated by source table","60 for held-out final figures; see source table","PASS for retained main figures; archived diagnostic figures not revalidated","NO for retained main figures","PASS for retained main figures","NO","NO","ARCHIVE"
"archive/diagnostic_figures/final_candidate_selection/profit_waste_comparison.png","archived source table","archived generation script","Diagnostic or supporting question.","profit waste comparison","Visible in PNG; not machine-audited","normalized profit, rates, or action shares depending on figure","Visible in PNG where needed","held-out test or validation as indicated by source table","60 for held-out final figures; see source table","PASS for retained main figures; archived diagnostic figures not revalidated","NO for retained main figures","PASS for retained main figures","NO","NO","ARCHIVE"
"archive/diagnostic_figures/final_candidate_selection/seed_stability.png","archived source table","archived generation script","Diagnostic or supporting question.","seed stability","Visible in PNG; not machine-audited","normalized profit, rates, or action shares depending on figure","Visible in PNG where needed","held-out test or validation as indicated by source table","60 for held-out final figures; see source table","PASS for retained main figures; archived diagnostic figures not revalidated","NO for retained main figures","PASS for retained main figures","NO","NO","ARCHIVE"
"archive/diagnostic_figures/final_candidate_selection/win_tie_loss_shares.png","archived source table","archived generation script","Diagnostic or supporting question.","win tie loss shares","Visible in PNG; not machine-audited","normalized profit, rates, or action shares depending on figure","Visible in PNG where needed","held-out test or validation as indicated by source table","60 for held-out final figures; see source table","PASS for retained main figures; archived diagnostic figures not revalidated","NO for retained main figures","PASS for retained main figures","NO","NO","ARCHIVE"
"archive/diagnostic_figures/final_candidate_selection/worst_case_episode_losses.png","archived source table","archived generation script","Diagnostic or supporting question.","worst case episode losses","Visible in PNG; not machine-audited","normalized profit, rates, or action shares depending on figure","Visible in PNG where needed","held-out test or validation as indicated by source table","60 for held-out final figures; see source table","PASS for retained main figures; archived diagnostic figures not revalidated","NO for retained main figures","PASS for retained main figures","NO","NO","ARCHIVE"
"archive/diagnostic_figures/final_dqn_ensemble_test/final_test_ensemble_vs_baseline_profit.png","archived source table","archived generation script","Diagnostic or supporting question.","final test ensemble vs baseline profit","Visible in PNG; not machine-audited","normalized profit, rates, or action shares depending on figure","Visible in PNG where needed","held-out test or validation as indicated by source table","60 for held-out final figures; see source table","PASS for retained main figures; archived diagnostic figures not revalidated","NO for retained main figures","PASS for retained main figures","NO","NO","ARCHIVE"
"archive/diagnostic_figures/final_dqn_ensemble_test/paired_test_episode_profit_differences.png","archived source table","archived generation script","Diagnostic or supporting question.","paired test episode profit differences","Visible in PNG; not machine-audited","normalized profit, rates, or action shares depending on figure","Visible in PNG where needed","held-out test or validation as indicated by source table","60 for held-out final figures; see source table","PASS for retained main figures; archived diagnostic figures not revalidated","NO for retained main figures","PASS for retained main figures","NO","NO","ARCHIVE"
"archive/diagnostic_figures/final_dqn_ensemble_test/test_action_distribution_by_risk_level.png","archived source table","archived generation script","Diagnostic or supporting question.","test action distribution by risk level","Visible in PNG; not machine-audited","normalized profit, rates, or action shares depending on figure","Visible in PNG where needed","held-out test or validation as indicated by source table","60 for held-out final figures; see source table","PASS for retained main figures; archived diagnostic figures not revalidated","NO for retained main figures","PASS for retained main figures","NO","NO","ARCHIVE"
"archive/diagnostic_figures/final_dqn_ensemble_test/test_bootstrap_confidence_interval.png","archived source table","archived generation script","Diagnostic or supporting question.","test bootstrap confidence interval","Visible in PNG; not machine-audited","normalized profit, rates, or action shares depending on figure","Visible in PNG where needed","held-out test or validation as indicated by source table","60 for held-out final figures; see source table","PASS for retained main figures; archived diagnostic figures not revalidated","NO for retained main figures","PASS for retained main figures","NO","NO","ARCHIVE"
"archive/diagnostic_figures/final_dqn_ensemble_test/test_profit_waste_comparison.png","archived source table","archived generation script","Diagnostic or supporting question.","test profit waste comparison","Visible in PNG; not machine-audited","normalized profit, rates, or action shares depending on figure","Visible in PNG where needed","held-out test or validation as indicated by source table","60 for held-out final figures; see source table","PASS for retained main figures; archived diagnostic figures not revalidated","NO for retained main figures","PASS for retained main figures","NO","NO","ARCHIVE"
"archive/diagnostic_figures/final_dqn_ensemble_test/test_win_tie_loss_shares.png","archived source table","archived generation script","Diagnostic or supporting question.","test win tie loss shares","Visible in PNG; not machine-audited","normalized profit, rates, or action shares depending on figure","Visible in PNG where needed","held-out test or validation as indicated by source table","60 for held-out final figures; see source table","PASS for retained main figures; archived diagnostic figures not revalidated","NO for retained main figures","PASS for retained main figures","NO","NO","ARCHIVE"
"archive/diagnostic_figures/final_dqn_ensemble_test/validation_vs_test_comparison.png","archived source table","archived generation script","Diagnostic or supporting question.","validation vs test comparison","Visible in PNG; not machine-audited","normalized profit, rates, or action shares depending on figure","Visible in PNG where needed","held-out test or validation as indicated by source table","60 for held-out final figures; see source table","PASS for retained main figures; archived diagnostic figures not revalidated","NO for retained main figures","PASS for retained main figures","NO","NO","ARCHIVE"
"archive/diagnostic_figures/final_dqn_ensemble_test/worst_test_episode_diagnostics.png","archived source table","archived generation script","Diagnostic or supporting question.","worst test episode diagnostics","Visible in PNG; not machine-audited","normalized profit, rates, or action shares depending on figure","Visible in PNG where needed","held-out test or validation as indicated by source table","60 for held-out final figures; see source table","PASS for retained main figures; archived diagnostic figures not revalidated","NO for retained main figures","PASS for retained main figures","NO","NO","ARCHIVE"
"archive/diagnostic_figures/final_model_decision_task/candidate_population_state_counts.png","archived source table","archived generation script","Diagnostic or supporting question.","candidate population state counts","Visible in PNG; not machine-audited","normalized profit, rates, or action shares depending on figure","Visible in PNG where needed","held-out test or validation as indicated by source table","60 for held-out final figures; see source table","PASS for retained main figures; archived diagnostic figures not revalidated","NO for retained main figures","PASS for retained main figures","NO","NO","ARCHIVE"
"archive/diagnostic_figures/final_model_decision_task/dynamic_vs_locked_baseline_validation.png","archived source table","archived generation script","Diagnostic or supporting question.","dynamic vs locked baseline validation","Visible in PNG; not machine-audited","normalized profit, rates, or action shares depending on figure","Visible in PNG where needed","held-out test or validation as indicated by source table","60 for held-out final figures; see source table","PASS for retained main figures; archived diagnostic figures not revalidated","NO for retained main figures","PASS for retained main figures","NO","NO","ARCHIVE"
"archive/diagnostic_figures/final_model_decision_task/locked_baseline_selection.png","archived source table","archived generation script","Diagnostic or supporting question.","locked baseline selection","Visible in PNG; not machine-audited","normalized profit, rates, or action shares depending on figure","Visible in PNG where needed","held-out test or validation as indicated by source table","60 for held-out final figures; see source table","PASS for retained main figures; archived diagnostic figures not revalidated","NO for retained main figures","PASS for retained main figures","NO","NO","ARCHIVE"
"archive/diagnostic_figures/final_report/appendix_training_diagnostics/appendix_approx_kl.png","archived source table","archived generation script","Diagnostic or supporting question.","appendix approx kl","Visible in PNG; not machine-audited","normalized profit, rates, or action shares depending on figure","Visible in PNG where needed","held-out test or validation as indicated by source table","60 for held-out final figures; see source table","PASS for retained main figures; archived diagnostic figures not revalidated","NO for retained main figures","PASS for retained main figures","NO","NO","ARCHIVE"
"archive/diagnostic_figures/final_report/appendix_training_diagnostics/appendix_clip_fraction.png","archived source table","archived generation script","Diagnostic or supporting question.","appendix clip fraction","Visible in PNG; not machine-audited","normalized profit, rates, or action shares depending on figure","Visible in PNG where needed","held-out test or validation as indicated by source table","60 for held-out final figures; see source table","PASS for retained main figures; archived diagnostic figures not revalidated","NO for retained main figures","PASS for retained main figures","NO","NO","ARCHIVE"
"archive/diagnostic_figures/final_report/appendix_training_diagnostics/appendix_entropy_loss.png","archived source table","archived generation script","Diagnostic or supporting question.","appendix entropy loss","Visible in PNG; not machine-audited","normalized profit, rates, or action shares depending on figure","Visible in PNG where needed","held-out test or validation as indicated by source table","60 for held-out final figures; see source table","PASS for retained main figures; archived diagnostic figures not revalidated","NO for retained main figures","PASS for retained main figures","NO","NO","ARCHIVE"
"archive/diagnostic_figures/final_report/appendix_training_diagnostics/appendix_explained_variance.png","archived source table","archived generation script","Diagnostic or supporting question.","appendix explained variance","Visible in PNG; not machine-audited","normalized profit, rates, or action shares depending on figure","Visible in PNG where needed","held-out test or validation as indicated by source table","60 for held-out final figures; see source table","PASS for retained main figures; archived diagnostic figures not revalidated","NO for retained main figures","PASS for retained main figures","NO","NO","ARCHIVE"
"archive/diagnostic_figures/final_report/appendix_training_diagnostics/appendix_policy_gradient_loss.png","archived source table","archived generation script","Diagnostic or supporting question.","appendix policy gradient loss","Visible in PNG; not machine-audited","normalized profit, rates, or action shares depending on figure","Visible in PNG where needed","held-out test or validation as indicated by source table","60 for held-out final figures; see source table","PASS for retained main figures; archived diagnostic figures not revalidated","NO for retained main figures","PASS for retained main figures","NO","NO","ARCHIVE"
"archive/diagnostic_figures/final_report/appendix_training_diagnostics/appendix_value_loss.png","archived source table","archived generation script","Diagnostic or supporting question.","appendix value loss","Visible in PNG; not machine-audited","normalized profit, rates, or action shares depending on figure","Visible in PNG where needed","held-out test or validation as indicated by source table","60 for held-out final figures; see source table","PASS for retained main figures; archived diagnostic figures not revalidated","NO for retained main figures","PASS for retained main figures","NO","NO","ARCHIVE"
"archive/diagnostic_figures/final_report/figure_empirical_profit_waste_tradeoff.png","archived source table","archived generation script","Diagnostic or supporting question.","figure empirical profit waste tradeoff","Visible in PNG; not machine-audited","normalized profit, rates, or action shares depending on figure","Visible in PNG where needed","held-out test or validation as indicated by source table","60 for held-out final figures; see source table","PASS for retained main figures; archived diagnostic figures not revalidated","NO for retained main figures","PASS for retained main figures","NO","NO","ARCHIVE"
"archive/diagnostic_figures/final_report/figure_financial_markdown_opportunity_map.png","archived source table","archived generation script","Diagnostic or supporting question.","figure financial markdown opportunity map","Visible in PNG; not machine-audited","normalized profit, rates, or action shares depending on figure","Visible in PNG where needed","held-out test or validation as indicated by source table","60 for held-out final figures; see source table","PASS for retained main figures; archived diagnostic figures not revalidated","NO for retained main figures","PASS for retained main figures","NO","NO","ARCHIVE"
"archive/diagnostic_figures/final_report/figure_observed_action_distribution_over_training.png","archived source table","archived generation script","Diagnostic or supporting question.","figure observed action distribution over training","Visible in PNG; not machine-audited","normalized profit, rates, or action shares depending on figure","Visible in PNG where needed","held-out test or validation as indicated by source table","60 for held-out final figures; see source table","PASS for retained main figures; archived diagnostic figures not revalidated","NO for retained main figures","PASS for retained main figures","NO","NO","ARCHIVE"
"archive/diagnostic_figures/final_report/figure_observed_vs_recovered_selected_policy.png","archived source table","archived generation script","Diagnostic or supporting question.","figure observed vs recovered selected policy","Visible in PNG; not machine-audited","normalized profit, rates, or action shares depending on figure","Visible in PNG where needed","held-out test or validation as indicated by source table","60 for held-out final figures; see source table","PASS for retained main figures; archived diagnostic figures not revalidated","NO for retained main figures","PASS for retained main figures","NO","NO","ARCHIVE"
"archive/diagnostic_figures/final_report/figure_oracle_action_values_by_state.png","archived source table","archived generation script","Diagnostic or supporting question.","figure oracle action values by state","Visible in PNG; not machine-audited","normalized profit, rates, or action shares depending on figure","Visible in PNG where needed","held-out test or validation as indicated by source table","60 for held-out final figures; see source table","PASS for retained main figures; archived diagnostic figures not revalidated","NO for retained main figures","PASS for retained main figures","NO","NO","ARCHIVE"
"archive/diagnostic_figures/final_report/figure_policy_entropy_and_collapse.png","archived source table","archived generation script","Diagnostic or supporting question.","figure policy entropy and collapse","Visible in PNG; not machine-audited","normalized profit, rates, or action shares depending on figure","Visible in PNG where needed","held-out test or validation as indicated by source table","60 for held-out final figures; see source table","PASS for retained main figures; archived diagnostic figures not revalidated","NO for retained main figures","PASS for retained main figures","NO","NO","ARCHIVE"
"archive/diagnostic_figures/final_report/figure_ppo_validation_return_over_training.png","archived source table","archived generation script","Diagnostic or supporting question.","figure ppo validation return over training","Visible in PNG; not machine-audited","normalized profit, rates, or action shares depending on figure","Visible in PNG where needed","held-out test or validation as indicated by source table","60 for held-out final figures; see source table","PASS for retained main figures; archived diagnostic figures not revalidated","NO for retained main figures","PASS for retained main figures","NO","NO","ARCHIVE"
"archive/diagnostic_figures/final_report/figure_ppo_vs_baselines_normalized_profit.png","archived source table","archived generation script","Diagnostic or supporting question.","figure ppo vs baselines normalized profit","Visible in PNG; not machine-audited","normalized profit, rates, or action shares depending on figure","Visible in PNG where needed","held-out test or validation as indicated by source table","60 for held-out final figures; see source table","PASS for retained main figures; archived diagnostic figures not revalidated","NO for retained main figures","PASS for retained main figures","NO","NO","ARCHIVE"
"archive/diagnostic_figures/final_report/figure_ppo_vs_oracle_error_decomposition.png","archived source table","archived generation script","Diagnostic or supporting question.","figure ppo vs oracle error decomposition","Visible in PNG; not machine-audited","normalized profit, rates, or action shares depending on figure","Visible in PNG where needed","held-out test or validation as indicated by source table","60 for held-out final figures; see source table","PASS for retained main figures; archived diagnostic figures not revalidated","NO for retained main figures","PASS for retained main figures","NO","NO","ARCHIVE"
"archive/diagnostic_figures/final_report/figure_recovered_action_distribution_over_training.png","archived source table","archived generation script","Diagnostic or supporting question.","figure recovered action distribution over training","Visible in PNG; not machine-audited","normalized profit, rates, or action shares depending on figure","Visible in PNG where needed","held-out test or validation as indicated by source table","60 for held-out final figures; see source table","PASS for retained main figures; archived diagnostic figures not revalidated","NO for retained main figures","PASS for retained main figures","NO","NO","ARCHIVE"
"archive/diagnostic_figures/final_report/figure_waste_reduction_efficiency.png","archived source table","archived generation script","Diagnostic or supporting question.","figure waste reduction efficiency","Visible in PNG; not machine-audited","normalized profit, rates, or action shares depending on figure","Visible in PNG where needed","held-out test or validation as indicated by source table","60 for held-out final figures; see source table","PASS for retained main figures; archived diagnostic figures not revalidated","NO for retained main figures","PASS for retained main figures","NO","NO","ARCHIVE"
